"","X","alpha_0","beta","gamma","w","a","N_Lin.N","Mean_Lin.Z_mean","Var_Lin.Z_var","N_SD025.N","Mean_SD025.Z_mean","Var_SD025.Z_var","N_SD100.N","Mean_SD100.Z_mean","Var_SD100.Z_var","alpha_0","beta","gamma","w","a","N_SD050.N","Mean_SD050.Z_mean","Var_SD050.Z_var","N_SD075.N","Mean_SD075.Z_mean","Var_SD075.Z_var","N_SD125.N","Mean_SD125.Z_mean","Var_SD125.Z_var"
"4986",4986,0.773089,40.07365,0.220268,0.361834,9.4e-05,0,0.193173,0.000613,0,0.178845,0.000471,0,0.117686,0.00023,0.773089,40.07365,0.220268,0.361834,9.4e-05,1.89963603951529e-24,0.163718611588106,0.000331386104474312,1.51684908491268e-25,0.144449716131155,0.000266282383600704,4.6981924190919e-26,0.112398408031851,0.000202457208627302
"4987",4987,1.652241,142.64418,0.360245,0.220694,7.1e-05,14467.5,0.581198,7.3e-05,13220.63,0.572083,8.3e-05,0,0.142189,0.000829,1.652241,142.64418,0.360245,0.220694,7.1e-05,10710.4785663371,0.559088393056351,0.000105924356002539,115.278289158611,0.526301737290218,0.000164871265571886,3.7972303938468e-66,0.0562568836360324,0.000141668768067013
"4988",4988,1.976545,77.43627,0.368728,0.118344,2.2e-05,66536.84,0.59358,0.000155,66264.13,0.590921,0.000158,64976.95,0.582931,0.000187,1.976545,77.43627,0.368728,0.118344,2.2e-05,67029.5802802798,0.58843964066897,0.000162915805560934,66603.9700556143,0.585842217906504,0.000170878101990802,65457.0432682346,0.579829759330093,0.000232183930110008
"4989",4989,2.428116,142.6719,0.193206,0.154835,9.3e-05,21661.33,0.590976,6.2e-05,21395.1,0.587363,6.7e-05,412.4323,0.518645,0.000473,2.428116,142.6719,0.193206,0.154835,9.3e-05,21001.1460531457,0.583536084864546,7.74235151996099e-05,20059.5179561479,0.57636767329207,0.000116597005548495,1.41341293030496e-33,0.05465703227279,0.000155132541733978
"4990",4990,2.325653,56.96593,0.385818,0.28296,6e-05,25740,0.579117,0.000117,25204.02,0.573169,0.000121,22286.01,0.551699,0.000157,2.325653,56.96593,0.385818,0.28296,6e-05,24387.4576676028,0.566632723992757,0.00012713022089298,23443.8784242814,0.559574986647438,0.000138008423775625,20098.4606700447,0.540301112101813,0.000191965543338382
"4991",4991,2.149684,131.02574,0.270396,0.147668,7.4e-05,22806.3,0.589352,7.1e-05,22418.73,0.585063,7.7e-05,671.9681,0.514495,0.000249,2.149684,131.02574,0.270396,0.147668,7.4e-05,21793.4631665702,0.580217661940907,8.90208568149802e-05,20452.7504322135,0.572073629266372,0.00012705466700982,6.56702485557593e-47,0.107313713223675,0.000742679231228743
"4992",4992,0.590162,40.0663,0.207428,0.349936,4.7e-05,0,0.135145,0.00038,0,0.133056,0.000363,0,0.093014,0.000237,0.590162,40.0663,0.207428,0.349936,4.7e-05,1.20448490706681e-26,0.13513363024326,0.000327411114088375,2.41113610544053e-27,0.120308830556484,0.000279555457488989,1.08856273076648e-27,0.0926724691352841,0.000218714864662239
"4993",4993,1.662672,52.39917,0.264443,0.085205,8.4e-05,14248.51,0.561351,0.000118,13643.06,0.553725,0.00012,10579.75,0.524101,0.000158,1.662672,52.39917,0.264443,0.085205,8.4e-05,12949.8201008132,0.545650738782986,0.000125448169637745,11998.5005028092,0.536322858409164,0.000136436011127438,8500.79773395505,0.507237768592453,0.000202729165671652
"4994",4994,2.10754,116.94353,0.319719,0.268914,7.1e-05,20464.72,0.585609,7.7e-05,19877.2,0.579951,8.4e-05,3500.378,0.524522,0.000223,2.10754,116.94353,0.319719,0.268914,7.1e-05,18801.8124847571,0.573060177873287,9.76762922381971e-05,16787.9996875403,0.562277359230388,0.000132923291804135,2.42915805933672e-30,0.243357918561893,0.000187159263285097
"4995",4995,2.021095,101.73136,0.273953,0.028844,1.2e-05,149432.8,0.598945,0.000192,149411,0.598444,0.000193,149396,0.597474,0.000196,2.021095,101.73136,0.273953,0.028844,1.2e-05,145835.241875126,0.59790456929334,0.000190874646586967,145822.104957944,0.597576087308552,0.00019174136165403,146027.93002522,0.596580440387101,0.00020917552779132
"4996",4996,1.345992,82.67897,0.29087,0.371038,1e-04,6095.741,0.553844,0.000117,5330.084,0.544114,0.000109,2.264457,0.496891,0.000247,1.345992,82.67897,0.29087,0.371038,1e-04,4399.35726812152,0.533539515524194,0.000112909511619336,3282.63053874865,0.521673021211096,0.000122895657978428,3.01673739488062e-33,0.218990711837003,0.000500808675790685
"4997",4997,2.069923,36.82731,0.136074,0.388158,4.6e-05,31691.2,0.571317,0.000178,31174.68,0.565122,0.000181,28825.69,0.544524,0.000211,2.069923,36.82731,0.136074,0.388158,4.6e-05,30654.0686162818,0.558674495410804,0.000187925561011294,29874.6032541745,0.551825657957982,0.000197265305328959,27810.3928826978,0.536742075515596,0.0002328076359696
"4998",4998,0.543937,127.92923,0.338337,0.318819,3.1e-05,0,0.095056,0.000289,0,0.098964,0.000158,0,0.051099,9e-05,0.543937,127.92923,0.338337,0.318819,3.1e-05,2.93545350812413e-61,0.093136880513179,0.000111202861927068,5.81035577188854e-62,0.0783061941814631,9.02512062905749e-05,7.79703925511695e-67,0.0397531709022275,8.29821269284421e-05
"4999",4999,1.306773,55.34816,0.269394,0.346445,6.4e-05,9910.883,0.547221,0.00015,9217.999,0.539688,0.000145,5475.964,0.506418,0.000217,1.306773,55.34816,0.269394,0.346445,6.4e-05,8429.19782435804,0.531254678196212,0.000150999929291925,7268.81328786412,0.520705411859428,0.000169718156493856,64.471374982501,0.464029311417526,0.000424268972938175
"5000",5000,1.951722,82.8554,0.293321,0.321287,1.6e-05,83046.03,0.59474,0.000179,82799.67,0.592498,0.000181,81824.46,0.58633,0.000211,1.951722,82.8554,0.293321,0.321287,1.6e-05,82938.67114853,0.590345116264628,0.000185443448882359,82597.779123245,0.588309433526367,0.000193435612987303,81843.7157327674,0.583425845797236,0.000267109930881994
"5001",5001,1.522732,120.16464,0.289212,0.293247,6.5e-05,13925.66,0.576189,8.8e-05,12577.02,0.566081,9.7e-05,0,0.328961,0.001118,1.522732,120.16464,0.289212,0.293247,6.5e-05,10545.1025311365,0.554008732299642,0.000114963266783939,5726.58982110512,0.533099614678383,0.00015928703752073,1.81780230766047e-49,0.130684281924904,0.000777465662473099
"5002",5002,1.683076,145.53644,0.278681,0.314987,5e-06,247267.5,0.599658,0.000247,247262.6,0.599496,0.000247,247383.3,0.599111,0.00025,1.683076,145.53644,0.278681,0.314987,5e-06,232609.457541774,0.599280048500601,0.000239778011198494,232625.320698056,0.599229745257938,0.000240189319091097,0.0845772040531573,0.465222904154599,0.00127312754755271
"5003",5003,1.123692,40.07491,0.174546,0.173158,7.6e-05,8817.961,0.53334,0.000183,8450.256,0.527597,0.000176,6757.497,0.504284,0.000241,1.123692,40.07491,0.174546,0.173158,7.6e-05,8037.36100663145,0.521305419695968,0.000179874497201002,7498.87163107934,0.513784401794974,0.000196593609684623,4491.38563369703,0.478858079259645,0.000452046906252046
"5004",5004,1.161638,66.64884,0.263009,0.07589,9e-05,7513.433,0.550232,0.000128,6860.01,0.541818,0.000122,3951.064,0.511999,0.00022,1.161638,66.64884,0.263009,0.07589,9e-05,6143.06758621084,0.53341226433297,0.000123994162200415,5377.31211553827,0.524970435584632,0.000135305507424833,4.81234355172067e-23,0.25719547068612,0.000782908060554265
"5005",5005,0.993505,80.29158,0.280176,0.092245,5.6e-05,9398.173,0.556578,0.000139,8247.792,0.546871,0.000133,2928.983,0.511825,0.000153,0.993505,80.29158,0.280176,0.092245,5.6e-05,6866.65924660337,0.536670441579592,0.000137719675826675,5269.11376443508,0.525855767451242,0.000147961534883453,2.12883449683382e-38,0.194840840401683,0.00064417359367219
"5006",5006,1.152172,43.53609,0.375619,0.067417,1.9e-05,35806.34,0.568277,0.000217,34617.03,0.561685,0.000221,28310.56,0.536473,0.000261,1.152172,43.53609,0.375619,0.067417,1.9e-05,33595.3552303777,0.55469278925867,0.000230276223942748,31559.8208079454,0.54648126714476,0.000242505800141083,24502.5918639547,0.523882224010452,0.000298155344637468
"5007",5007,1.973243,111.48195,0.308886,0.256526,1.4e-05,102794.6,0.597655,0.000166,102708.6,0.596576,0.000167,102625.1,0.594149,0.000185,1.973243,111.48195,0.308886,0.256526,1.4e-05,100709.438741872,0.595475618392819,0.000166946820990651,100653.102564831,0.594728060154906,0.00017097779300261,65542.8476849043,0.587129393188856,0.0003618598977899
"5008",5008,0.697144,48.31968,0.157139,0.293148,9.8e-05,0,0.167339,0.000559,0,0.15204,0.000406,0,0.099523,0.000212,0.697144,48.31968,0.157139,0.293148,9.8e-05,1.67847634125086e-18,0.139308201681996,0.00028798256463982,3.82956498846749e-19,0.123413916296698,0.000238010103760006,4.95835352052652e-19,0.0966957437357556,0.000194643726270067
"5009",5009,0.730491,107.4557,0.34331,0.123439,2.8e-05,5690.479,0.556419,0.000168,3086.591,0.547234,0.00015,0,0.078446,0.000181,0.730491,107.4557,0.34331,0.123439,2.8e-05,2.47680407133746,0.505081643989747,7.06243247795694e-05,4.25555817915368e-59,0.127863953458175,0.000330438843155065,3.44058515493563e-62,0.0604230260250989,0.000155140363973278
"5010",5010,2.117058,133.34079,0.374468,0.10191,2.5e-05,65412.94,0.597199,0.000112,65321.31,0.595935,0.000113,65154.73,0.591216,0.000165,2.117058,133.34079,0.374468,0.10191,2.5e-05,65592.7751344912,0.594868758752148,0.000115295287650526,65540.4898794771,0.593945229385079,0.000121794116048976,4.7788835775608e-44,0.236237972783279,0.000122346684347908
"5011",5011,0.61548,138.52331,0.157483,0.076348,9.3e-05,4192.593,0.576721,0.000139,0,0.134819,0.000262,0,0.057553,0.000105,0.61548,138.52331,0.157483,0.076348,9.3e-05,6.50418649550444e-26,0.106159208575655,0.00011446745700208,9.86055794710448e-27,0.0886665156153222,0.000107795957513311,5.47689802349082e-28,0.0420215004101779,9.91657251685223e-05
"5012",5012,0.609495,58.03222,0.245185,0.32594,5.2e-05,0,0.125502,0.000349,0,0.120144,0.000299,0,0.078077,0.000189,0.609495,58.03222,0.245185,0.32594,5.2e-05,9.91886358086736e-38,0.115822090153073,0.000242003115237635,1.9117287659464e-38,0.10234709952555,0.000210279975247535,3.48452452017535e-39,0.0763715779058381,0.000182023833305894
"5013",5013,0.967129,132.5332,0.386338,0.336895,5e-05,5131.428,0.56441,0.000126,1586.181,0.549076,0.000108,0,0.0787,0.000137,0.967129,132.5332,0.386338,0.336895,5e-05,1.06829336923699e-64,0.162468076725433,0.000370966106124041,7.01786172672872e-68,0.119202490029535,0.000190859707258147,2.07251524718838e-71,0.05564481936138,0.000120135953181073
"5014",5014,1.18616,109.87869,0.148004,0.170186,1.2e-05,75550.76,0.593133,0.000184,75098.17,0.59036,0.000189,73142.58,0.581351,0.000309,1.18616,109.87869,0.148004,0.170186,1.2e-05,77315.1559922189,0.588219685558852,0.000202288236530435,76854.500369289,0.585957107227098,0.000226076962267026,662.896186553947,0.515360458822822,0.00103374251104731
"5015",5015,2.200673,55.64727,0.271563,0.187829,2.9e-05,58113.09,0.589961,0.000167,57779.51,0.586312,0.00017,56162.53,0.575125,0.000197,2.200673,55.64727,0.271563,0.187829,2.9e-05,57894.4572555403,0.5827229110247,0.000175767901335466,57351.5093910849,0.578990061796173,0.000184024066463343,56057.8014072224,0.571806532880091,0.00022272352229153
"5016",5016,1.15145,79.38033,0.310687,0.016909,4.8e-05,15163.96,0.566519,0.000124,13918.22,0.557453,0.000127,1413.759,0.506595,0.000241,1.15145,79.38033,0.310687,0.016909,4.8e-05,12475.0210185319,0.547838340560825,0.000137711018540195,10081.5539315481,0.53531637409667,0.000161842833955259,1.58297992753107e-27,0.30590855133201,0.00101393016488382
"5017",5017,1.915593,136.05668,0.148078,0.053984,4.6e-05,37099.21,0.593613,8.8e-05,36886.54,0.591065,9.2e-05,29473.57,0.564142,0.000348,1.915593,136.05668,0.148078,0.053984,4.6e-05,36901.2957434986,0.588856075979412,9.9736176919174e-05,36619.9510724552,0.586219592648366,0.000123205165777819,1.63160722335808e-24,0.0766653285839522,0.00051577944379755
"5018",5018,2.444794,146.9618,0.180017,0.315494,3.6e-05,51185.67,0.596644,9.4e-05,51095.84,0.595248,9.5e-05,49253.45,0.581685,0.000303,2.444794,146.9618,0.180017,0.315494,3.6e-05,51718.4847231524,0.594281336033109,9.8958479670489e-05,51700.3089632997,0.593327959944359,0.000109723335768118,2.68261888930353e-31,0.0511624263078038,0.000297668494834036
"5019",5019,1.981632,122.14431,0.184902,0.336892,9.8e-05,13923.08,0.580121,7.3e-05,13133.92,0.571843,8.1e-05,14836.67,0.59584,0.00013,1.981632,122.14431,0.184902,0.336892,9.8e-05,11886.870250268,0.561755766335904,9.91246694547773e-05,8832.15306950861,0.542942469057602,0.000140121504157125,59.2671308810465,0.475704530952355,0.000177768622432051
"5020",5020,2.369617,76.27135,0.274541,0.28468,7.6e-05,22241.83,0.582057,9.4e-05,21751.27,0.576242,9.8e-05,18631.88,0.553262,0.000153,2.369617,76.27135,0.274541,0.28468,7.6e-05,21015.024079761,0.569855498592296,0.000106753919527781,20079.9785841116,0.562693035592297,0.00012195242038216,14328.4535229753,0.532116363347647,0.000225369544245206
"5021",5021,1.691526,40.90173,0.290153,0.368492,6.4e-05,14777.98,0.551339,0.000151,14189.18,0.544413,0.000151,11177.28,0.515603,0.000182,1.691526,40.90173,0.290153,0.368492,6.4e-05,13403.0141569423,0.536499566279237,0.00015477726850621,12456.1799570815,0.527291835944185,0.000164173851870246,9138.18506797622,0.499222686109402,0.000216065960782218
"5022",5022,1.112422,70.79263,0.378634,0.136823,2.8e-05,20496.49,0.566535,0.000151,18901.2,0.55842,0.000154,3168.147,0.517272,0.000228,1.112422,70.79263,0.378634,0.136823,2.8e-05,16572.5455526458,0.54887978769874,0.000163723495669632,13140.9374892025,0.536658275601117,0.000183902807982575,4.04772671879815e-27,0.411273842206468,0.00158802972562592
"5023",5023,1.523051,94.96758,0.394225,0.388203,2.6e-05,30351.45,0.582191,0.000128,29098.22,0.575799,0.000135,4152.858,0.538774,0.000257,1.523051,94.96758,0.394225,0.388203,2.6e-05,27006.2802365904,0.567979382078759,0.000149826420820938,23479.4353538626,0.557593313427408,0.000180334948877134,0.169642248137985,0.489910204544169,0.000309916228457659
"5024",5024,1.227554,99.42819,0.101759,0.122264,3e-05,33739.33,0.584112,0.000135,32916.08,0.578427,0.000145,24585.01,0.54852,0.000311,1.227554,99.42819,0.101759,0.122264,3e-05,32160.7063853496,0.572518466207522,0.000164371674986645,30389.292189368,0.565094470544823,0.000203487836450459,357.333510580744,0.469498375726325,0.000715568182021386
"5025",5025,1.577217,117.94865,0.30583,0.336085,3.1e-05,31860.3,0.586962,0.000111,31009.48,0.581758,0.000119,591.6442,0.533599,0.000337,1.577217,117.94865,0.30583,0.336085,3.1e-05,29065.9419015526,0.575176723526563,0.000136549504678599,26102.6183608288,0.565519486861094,0.000183297534221829,1.80953589651847e-36,0.246285096632945,0.000294031795858632
"5026",5026,2.449693,57.47881,0.314075,0.391067,2.5e-05,64502.23,0.591225,0.000174,64185.4,0.58789,0.000176,62625.09,0.577626,0.000203,2.449693,57.47881,0.314075,0.391067,2.5e-05,64614.6231239965,0.584662107812935,0.000182025910799015,64093.7011981996,0.581257775142043,0.000189808859332357,62821.2915432913,0.57453687444447,0.000228981291600115
"5027",5027,1.029465,142.48604,0.275487,0.189162,9.4e-05,5615.335,0.569325,0.000101,3546.955,0.54896,9.5e-05,0,0.07569,0.000107,1.029465,142.48604,0.275487,0.189162,9.4e-05,5.2006782874833e-45,0.135242420923607,0.000147581976665237,5.20438579212664e-47,0.110687232933794,0.000121753256271521,2.44575775094765e-50,0.0520816071438015,0.000102018080471793
"5028",5028,0.668235,129.31922,0.268687,0.357943,6.2e-05,167.7397,0.585085,0.000196,0,0.134661,0.00025,0,0.060464,0.000106,0.668235,129.31922,0.268687,0.357943,6.2e-05,1.45951304977817e-46,0.10872434207719,0.000124117520716812,1.23560133839486e-47,0.0911319211015325,0.000115686057613034,3.43210946059698e-49,0.0450433365003165,9.9847896507611e-05
"5029",5029,2.45066,132.97791,0.37234,0.031478,8.1e-05,24975.28,0.592233,6.5e-05,24738.35,0.58904,6.8e-05,3554.003,0.542688,0.000269,2.45066,132.97791,0.37234,0.031478,8.1e-05,24544.9787763335,0.585807866784057,7.5762620581377e-05,23946.2691162662,0.580986871011828,9.92436426848607e-05,2.07380231767797e-66,0.120296451498085,0.000993678791811548
"5030",5030,2.360638,106.75333,0.158902,0.098223,5.9e-05,35359.19,0.59271,8.9e-05,35154.44,0.589839,9.2e-05,34097.83,0.580176,0.000151,2.360638,106.75333,0.158902,0.098223,5.9e-05,34695.929398676,0.587025212220769,9.71700081017279e-05,34421.5234815155,0.584409876840953,0.000109925171160619,9156.96465347752,0.515362157940864,0.000441537089682886
"5031",5031,0.725636,76.4817,0.305215,0.370963,6.3e-05,0.443085,0.510735,0.000135,0,0.150138,0.000393,0,0.081883,0.000169,0.725636,76.4817,0.305215,0.370963,6.3e-05,1.51668078941312e-49,0.123799312451192,0.00021162662316303,1.09452876267282e-50,0.107417395522608,0.00018124869223697,1.92857271783186e-52,0.0738316345180168,0.000165698224270882
"5032",5032,2.015231,99.06792,0.167715,0.041631,8e-05,22170.07,0.585652,8.2e-05,21737.68,0.580456,8.8e-05,17738.69,0.554351,0.000182,2.015231,99.06792,0.167715,0.041631,8e-05,21110.9203904567,0.574845396695977,9.82475015560124e-05,20211.3344515048,0.568167605411654,0.000120271851708004,406.437767873695,0.464362786319123,0.000205976676472554
"5033",5033,1.161715,42.26318,0.168609,0.238105,7.5e-05,9013.197,0.535369,0.000179,8609.451,0.529311,0.000173,6705.818,0.504272,0.000237,1.161715,42.26318,0.168609,0.238105,7.5e-05,8100.91230301817,0.522505395072838,0.000176353503693637,7498.38739471744,0.514436467170428,0.000193200330214806,4181.20959974493,0.477176867387826,0.000432513278455398
"5034",5034,0.613358,87.57484,0.139894,0.321256,3e-05,8977.534,0.552138,0.000252,7385.362,0.541074,0.000219,0,0.088357,0.000321,0.613358,87.57484,0.139894,0.321256,3e-05,5025.92344542467,0.525914308386342,0.000182957831623458,8.49791029530206e-20,0.153653351751282,0.000657813004437735,4.2641910319498e-22,0.0720300987515446,0.000287387913901106
"5035",5035,2.406286,68.04596,0.220346,0.299033,3e-05,59832.56,0.592441,0.000151,59583.31,0.589482,0.000153,58482.88,0.581034,0.00018,2.406286,68.04596,0.220346,0.299033,3e-05,59528.6522089158,0.58658415298983,0.000158005287822932,59151.9039532336,0.583755499856926,0.000165772509262979,58303.8710411948,0.578244537314919,0.000212154197056597
"5036",5036,2.25723,116.96285,0.385674,0.077277,2.1e-05,85077.02,0.598012,0.00013,85023.42,0.59709,0.000131,84959.96,0.594854,0.000145,2.25723,116.96285,0.385674,0.077277,2.1e-05,85659.6919030317,0.596316858364596,0.000132486312936579,85625.4482869028,0.595697393477224,0.000135067901845838,1486.70968465147,0.584810527472017,0.000387058121157237
"5037",5037,1.510648,59.62751,0.150746,0.294734,7.5e-05,13384.07,0.55936,0.000129,12682.28,0.551075,0.00013,9035.401,0.51754,0.000188,1.510648,59.62751,0.150746,0.294734,7.5e-05,11776.5464519783,0.542212227127042,0.00013682344550312,10658.1575684478,0.531716908723235,0.000152786475395542,5680.44940450827,0.490944791917418,0.0002599534615063
"5038",5038,1.350652,118.49803,0.243195,0.020752,4.4e-05,24442.36,0.584236,9.9e-05,23560.13,0.577984,0.000109,12.72773,0.485633,0.00026,1.350652,118.49803,0.243195,0.020752,4.4e-05,21846.5461311677,0.570209883202541,0.000127885088066518,18551.6926575875,0.557502878839262,0.000177228600879665,1.55286329364054,0.462392711293086,0.000163236545737138
"5039",5039,1.771705,147.83242,0.218824,0.394756,8.5e-05,13161.16,0.580623,7.2e-05,12000.68,0.570749,8.4e-05,0,0.102094,0.000287,1.771705,147.83242,0.218824,0.394756,8.5e-05,9639.58595322792,0.556612282103422,0.000110189604546425,1032.48432396762,0.51941910055987,0.000189300005263561,4.66404367796608e-39,0.0511663394069519,0.000119485823740127
"5040",5040,2.459271,55.51469,0.357138,0.253617,1.2e-05,147323.4,0.597197,0.000251,147235.6,0.595916,0.000252,146848.3,0.592353,0.000258,2.459271,55.51469,0.357138,0.253617,1.2e-05,148430.041728764,0.594708696113894,0.000254316234705938,148295.358375474,0.593508719189644,0.00025621410694994,148073.792662822,0.59159329109357,0.000265052607458386
